X,Y,Predicted,A2,Z2,A1,Z1
"[0, 1, 1, 0, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.8,"[0.9, 0.73]","[2.16, 1.01]"
"[0, 1, 1, 0, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.88,"[0.93, 0.75]","[2.66, 1.08]"
"[0, 1, 1, 0, 0, 1, 0, 0, 0, 0]",[0],0,0.03,-3.56,"[0.78, 0.68]","[1.28, 0.77]"
"[0, 1, 1, 0, 0, 1, 0, 0, 0, 1]",[0],0,0.02,-3.69,"[0.86, 0.7]","[1.78, 0.85]"
"[0, 1, 1, 0, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.51,"[0.77, 0.66]","[1.19, 0.67]"
"[0, 1, 1, 0, 0, 1, 0, 0, 1, 1]",[0],0,0.03,-3.65,"[0.84, 0.68]","[1.69, 0.75]"
"[0, 1, 1, 0, 0, 1, 0, 1, 0, 0]",[0],0,0.02,-3.7,"[0.86, 0.7]","[1.82, 0.83]"
"[0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.79,"[0.91, 0.71]","[2.32, 0.91]"
"[0, 1, 1, 0, 0, 1, 0, 1, 1, 0]",[0],0,0.03,-3.65,"[0.85, 0.68]","[1.73, 0.74]"
"[0, 1, 1, 0, 0, 1, 0, 1, 1, 1]",[0],0,0.02,-3.76,"[0.9, 0.69]","[2.23, 0.81]"
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 0]",[0],0,0.03,-3.4,"[0.73, 0.63]","[0.97, 0.52]"
"[0, 1, 1, 0, 0, 1, 1, 0, 0, 1]",[0],0,0.03,-3.56,"[0.81, 0.64]","[1.47, 0.6]"
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 0]",[0],0,0.03,-3.34,"[0.71, 0.6]","[0.88, 0.42]"
"[0, 1, 1, 0, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.51,"[0.8, 0.62]","[1.38, 0.5]"
"[0, 1, 1, 0, 0, 1, 1, 1, 0, 0]",[0],0,0.03,-3.56,"[0.82, 0.64]","[1.51, 0.58]"
"[0, 1, 1, 0, 0, 1, 1, 1, 0, 1]",[0],0,0.02,-3.68,"[0.88, 0.66]","[2.01, 0.66]"
"[0, 1, 1, 0, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.51,"[0.81, 0.62]","[1.42, 0.49]"
"[0, 1, 1, 0, 0, 1, 1, 1, 1, 1]",[0],0,0.03,-3.64,"[0.87, 0.64]","[1.92, 0.56]"
"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.52,"[0.77, 0.67]","[1.21, 0.69]"
"[0, 1, 1, 0, 1, 0, 0, 0, 0, 1]",[0],0,0.03,-3.66,"[0.85, 0.68]","[1.71, 0.77]"
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",[0],0,0.03,-3.46,"[0.75, 0.64]","[1.12, 0.59]"
"[0, 1, 1, 0, 1, 0, 0, 0, 1, 1]",[0],0,0.03,-3.61,"[0.83, 0.66]","[1.62, 0.67]"
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 0]",[0],0,0.03,-3.66,"[0.85, 0.68]","[1.75, 0.75]"
"[0, 1, 1, 0, 1, 0, 0, 1, 0, 1]",[0],0,0.02,-3.76,"[0.9, 0.7]","[2.25, 0.83]"
"[0, 1, 1, 0, 1, 0, 0, 1, 1, 0]",[0],0,0.03,-3.62,"[0.84, 0.66]","[1.66, 0.66]"
"[0, 1, 1, 0, 1, 0, 0, 1, 1, 1]",[0],0,0.02,-3.72,"[0.9, 0.68]","[2.16, 0.73]"
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 0]",[0],0,0.03,-3.35,"[0.71, 0.61]","[0.9, 0.44]"
"[0, 1, 1, 0, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.52,"[0.8, 0.63]","[1.4, 0.51]"
"[0, 1, 1, 0, 1, 0, 1, 0, 1, 0]",[0],0,0.04,-3.29,"[0.69, 0.58]","[0.81, 0.34]"
"[0, 1, 1, 0, 1, 0, 1, 0, 1, 1]",[0],0,0.03,-3.46,"[0.79, 0.6]","[1.31, 0.42]"
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.52,"[0.81, 0.62]","[1.44, 0.5]"
"[0, 1, 1, 0, 1, 0, 1, 1, 0, 1]",[0],0,0.03,-3.65,"[0.87, 0.64]","[1.94, 0.58]"
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 0]",[0],0,0.03,-3.47,"[0.79, 0.6]","[1.35, 0.41]"
"[0, 1, 1, 0, 1, 0, 1, 1, 1, 1]",[0],0,0.03,-3.6,"[0.86, 0.62]","[1.85, 0.48]"
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",[0],0,0.04,-3.12,"[0.62, 0.54]","[0.47, 0.17]"
"[0, 1, 1, 0, 1, 1, 0, 0, 0, 1]",[0],0,0.04,-3.31,"[0.72, 0.56]","[0.97, 0.25]"
"[0, 1, 1, 0, 1, 1, 0, 0, 1, 0]",[0],0,0.04,-3.06,"[0.59, 0.52]","[0.38, 0.07]"
"[0, 1, 1, 0, 1, 1, 0, 0, 1, 1]",[0],0,0.04,-3.25,"[0.71, 0.54]","[0.88, 0.15]"
"[0, 1, 1, 0, 1, 1, 0, 1, 0, 0]",[0],0,0.03,-3.32,"[0.73, 0.56]","[1.01, 0.23]"
"[0, 1, 1, 0, 1, 1, 0, 1, 0, 1]",[0],0,0.03,-3.48,"[0.82, 0.58]","[1.51, 0.31]"
"[0, 1, 1, 0, 1, 1, 0, 1, 1, 0]",[1],0,0.04,-3.26,"[0.71, 0.53]","[0.92, 0.14]"
"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]",[0],0,0.03,-3.43,"[0.81, 0.55]","[1.42, 0.21]"
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 0]",[0],0,0.05,-2.93,"[0.54, 0.48]","[0.16, -0.08]"
"[0, 1, 1, 0, 1, 1, 1, 0, 0, 1]",[0],0,0.04,-3.13,"[0.66, 0.5]","[0.66, -0.01]"
"[0, 1, 1, 0, 1, 1, 1, 0, 1, 0]",[0],0,0.05,-2.86,"[0.52, 0.46]","[0.07, -0.18]"
"[0, 1, 1, 0, 1, 1, 1, 0, 1, 1]",[0],0,0.04,-3.07,"[0.64, 0.47]","[0.57, -0.1]"
"[0, 1, 1, 0, 1, 1, 1, 1, 0, 0]",[0],0,0.04,-3.14,"[0.67, 0.5]","[0.7, -0.02]"
"[0, 1, 1, 0, 1, 1, 1, 1, 0, 1]",[0],0,0.03,-3.32,"[0.77, 0.51]","[1.21, 0.06]"
"[0, 1, 1, 0, 1, 1, 1, 1, 1, 0]",[0],0,0.04,-3.08,"[0.65, 0.47]","[0.61, -0.11]"
"[0, 1, 1, 0, 1, 1, 1, 1, 1, 1]",[0],0,0.04,-3.26,"[0.75, 0.49]","[1.11, -0.04]"
"[0, 1, 1, 1, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.72,"[0.85, 0.73]","[1.7, 1.02]"
"[0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",[0],0,0.02,-3.83,"[0.9, 0.75]","[2.2, 1.1]"
"[0, 1, 1, 1, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.68,"[0.83, 0.72]","[1.61, 0.92]"
"[0, 1, 1, 1, 0, 0, 0, 0, 1, 1]",[0],0,0.02,-3.79,"[0.89, 0.73]","[2.11, 1.0]"
"[0, 1, 1, 1, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-3.83,"[0.9, 0.75]","[2.24, 1.08]"
"[0, 1, 1, 1, 0, 0, 0, 1, 0, 1]",[0],0,0.02,-3.9,"[0.94, 0.76]","[2.74, 1.16]"
"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.79,"[0.9, 0.73]","[2.15, 0.99]"
"[0, 1, 1, 1, 0, 0, 0, 1, 1, 1]",[0],0,0.02,-3.87,"[0.93, 0.74]","[2.65, 1.06]"
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 0]",[0],0,0.03,-3.59,"[0.8, 0.68]","[1.39, 0.77]"
"[0, 1, 1, 1, 0, 0, 1, 0, 0, 1]",[0],0,0.02,-3.71,"[0.87, 0.7]","[1.89, 0.84]"
"[0, 1, 1, 1, 0, 0, 1, 0, 1, 0]",[0],0,0.03,-3.54,"[0.79, 0.66]","[1.3, 0.67]"
"[0, 1, 1, 1, 0, 0, 1, 0, 1, 1]",[0],0,0.02,-3.67,"[0.86, 0.68]","[1.8, 0.75]"
"[0, 1, 1, 1, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.72,"[0.87, 0.7]","[1.93, 0.83]"
"[0, 1, 1, 1, 0, 0, 1, 1, 0, 1]",[0],0,0.02,-3.81,"[0.92, 0.71]","[2.43, 0.91]"
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 0]",[1],0,0.02,-3.67,"[0.86, 0.68]","[1.84, 0.73]"
"[0, 1, 1, 1, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.77,"[0.91, 0.69]","[2.34, 0.81]"
"[0, 1, 1, 1, 0, 1, 0, 0, 0, 0]",[0],0,0.03,-3.39,"[0.72, 0.62]","[0.96, 0.5]"
"[0, 1, 1, 1, 0, 1, 0, 0, 0, 1]",[0],0,0.03,-3.55,"[0.81, 0.64]","[1.46, 0.58]"
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.33,"[0.7, 0.6]","[0.87, 0.4]"
"[0, 1, 1, 1, 0, 1, 0, 0, 1, 1]",[0],0,0.03,-3.5,"[0.8, 0.62]","[1.37, 0.48]"
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 0]",[0],0,0.03,-3.55,"[0.82, 0.64]","[1.5, 0.56]"
"[0, 1, 1, 1, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.67,"[0.88, 0.65]","[2.0, 0.64]"
"[0, 1, 1, 1, 0, 1, 0, 1, 1, 0]",[0],0,0.03,-3.5,"[0.8, 0.61]","[1.41, 0.47]"
"[0, 1, 1, 1, 0, 1, 0, 1, 1, 1]",[0],0,0.03,-3.63,"[0.87, 0.63]","[1.91, 0.54]"
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 0]",[0],0,0.04,-3.21,"[0.66, 0.56]","[0.65, 0.25]"
"[0, 1, 1, 1, 0, 1, 1, 0, 0, 1]",[0],0,0.03,-3.39,"[0.76, 0.58]","[1.16, 0.32]"
"[0, 1, 1, 1, 0, 1, 1, 0, 1, 0]",[0],0,0.04,-3.15,"[0.64, 0.54]","[0.56, 0.15]"
"[0, 1, 1, 1, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.34,"[0.74, 0.56]","[1.06, 0.23]"
"[0, 1, 1, 1, 0, 1, 1, 1, 0, 0]",[0],0,0.03,-3.4,"[0.77, 0.58]","[1.2, 0.31]"
"[0, 1, 1, 1, 0, 1, 1, 1, 0, 1]",[0],0,0.03,-3.54,"[0.84, 0.6]","[1.7, 0.39]"
"[0, 1, 1, 1, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.34,"[0.75, 0.55]","[1.1, 0.21]"
"[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]",[0],0,0.03,-3.49,"[0.83, 0.57]","[1.6, 0.29]"
"[0, 1, 1, 1, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.34,"[0.71, 0.6]","[0.89, 0.42]"
"[0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",[0],0,0.03,-3.51,"[0.8, 0.62]","[1.39, 0.49]"
"[0, 1, 1, 1, 1, 0, 0, 0, 1, 0]",[0],0,0.04,-3.28,"[0.69, 0.58]","[0.8, 0.32]"
"[0, 1, 1, 1, 1, 0, 0, 0, 1, 1]",[0],0,0.03,-3.45,"[0.79, 0.6]","[1.3, 0.4]"
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 0]",[0],0,0.03,-3.51,"[0.81, 0.62]","[1.43, 0.48]"
"[0, 1, 1, 1, 1, 0, 0, 1, 0, 1]",[0],0,0.03,-3.64,"[0.87, 0.64]","[1.93, 0.56]"
"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0]",[0],0,0.03,-3.46,"[0.79, 0.6]","[1.34, 0.39]"
"[0, 1, 1, 1, 1, 0, 0, 1, 1, 1]",[0],0,0.03,-3.59,"[0.86, 0.61]","[1.84, 0.46]"
"[0, 1, 1, 1, 1, 0, 1, 0, 0, 0]",[0],0,0.04,-3.16,"[0.64, 0.54]","[0.58, 0.17]"
"[0, 1, 1, 1, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.35,"[0.75, 0.56]","[1.09, 0.24]"
"[0, 1, 1, 1, 1, 0, 1, 0, 1, 0]",[0],0,0.04,-3.1,"[0.62, 0.52]","[0.49, 0.07]"
"[0, 1, 1, 1, 1, 0, 1, 0, 1, 1]",[0],0,0.04,-3.29,"[0.73, 0.54]","[0.99, 0.15]"
"[0, 1, 1, 1, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.35,"[0.75, 0.56]","[1.13, 0.23]"
"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1]",[0],0,0.03,-3.5,"[0.84, 0.58]","[1.63, 0.31]"
"[0, 1, 1, 1, 1, 0, 1, 1, 1, 0]",[0],0,0.04,-3.3,"[0.74, 0.53]","[1.03, 0.13]"
"[0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",[0],0,0.03,-3.45,"[0.82, 0.55]","[1.53, 0.21]"
"[0, 1, 1, 1, 1, 1, 0, 0, 0, 0]",[0],0,0.05,-2.91,"[0.54, 0.47]","[0.15, -0.1]"
"[0, 1, 1, 1, 1, 1, 0, 0, 0, 1]",[0],0,0.04,-3.12,"[0.66, 0.49]","[0.65, -0.03]"
"[0, 1, 1, 1, 1, 1, 0, 0, 1, 0]",[0],0,0.05,-2.85,"[0.51, 0.45]","[0.06, -0.2]"
"[0, 1, 1, 1, 1, 1, 0, 0, 1, 1]",[0],0,0.04,-3.06,"[0.64, 0.47]","[0.56, -0.12]"
"[0, 1, 1, 1, 1, 1, 0, 1, 0, 0]",[0],0,0.04,-3.13,"[0.67, 0.49]","[0.69, -0.04]"
"[0, 1, 1, 1, 1, 1, 0, 1, 0, 1]",[0],0,0.04,-3.31,"[0.77, 0.51]","[1.19, 0.04]"
"[0, 1, 1, 1, 1, 1, 0, 1, 1, 0]",[0],0,0.04,-3.07,"[0.65, 0.47]","[0.6, -0.13]"
"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",[0],0,0.04,-3.25,"[0.75, 0.49]","[1.1, -0.06]"
"[0, 1, 1, 1, 1, 1, 1, 0, 0, 0]",[0],0,0.06,-2.72,"[0.46, 0.41]","[-0.15, -0.35]"
"[0, 1, 1, 1, 1, 1, 1, 0, 0, 1]",[0],0,0.05,-2.93,"[0.59, 0.43]","[0.35, -0.28]"
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 0]",[0],0,0.07,-2.65,"[0.44, 0.39]","[-0.25, -0.45]"
"[0, 1, 1, 1, 1, 1, 1, 0, 1, 1]",[0],0,0.05,-2.87,"[0.56, 0.41]","[0.25, -0.37]"
"[0, 1, 1, 1, 1, 1, 1, 1, 0, 0]",[0],0,0.05,-2.94,"[0.6, 0.43]","[0.39, -0.29]"
"[0, 1, 1, 1, 1, 1, 1, 1, 0, 1]",[0],0,0.04,-3.14,"[0.71, 0.45]","[0.89, -0.21]"
"[0, 1, 1, 1, 1, 1, 1, 1, 1, 0]",[1],0,0.05,-2.88,"[0.57, 0.4]","[0.29, -0.39]"
"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",[0],0,0.04,-3.08,"[0.69, 0.42]","[0.79, -0.31]"
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.89,"[0.89, 0.81]","[2.11, 1.44]"
"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",[1],0,0.02,-3.96,"[0.93, 0.82]","[2.61, 1.51]"
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.85,"[0.88, 0.79]","[2.01, 1.34]"
"[1, 0, 0, 0, 0, 0, 0, 0, 1, 1]",[0],0,0.02,-3.94,"[0.93, 0.81]","[2.51, 1.42]"
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-3.97,"[0.93, 0.82]","[2.65, 1.5]"
"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",[0],0,0.02,-4.02,"[0.96, 0.83]","[3.15, 1.58]"
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.94,"[0.93, 0.8]","[2.55, 1.4]"
"[1, 0, 0, 0, 0, 0, 0, 1, 1, 1]",[0],0,0.02,-3.99,"[0.95, 0.81]","[3.05, 1.48]"
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 0]",[0],0,0.02,-3.78,"[0.86, 0.77]","[1.8, 1.18]"
"[1, 0, 0, 0, 0, 0, 1, 0, 0, 1]",[0],0,0.02,-3.88,"[0.91, 0.78]","[2.3, 1.26]"
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 0]",[0],0,0.02,-3.74,"[0.85, 0.75]","[1.71, 1.09]"
"[1, 0, 0, 0, 0, 0, 1, 0, 1, 1]",[0],0,0.02,-3.84,"[0.9, 0.76]","[2.21, 1.17]"
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.88,"[0.91, 0.78]","[2.34, 1.25]"
"[1, 0, 0, 0, 0, 0, 1, 1, 0, 1]",[0],0,0.02,-3.95,"[0.94, 0.79]","[2.84, 1.32]"
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.85,"[0.9, 0.76]","[2.25, 1.15]"
"[1, 0, 0, 0, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.92,"[0.94, 0.77]","[2.75, 1.23]"
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",[0],0,0.03,-3.62,"[0.8, 0.71]","[1.37, 0.92]"
"[1, 0, 0, 0, 0, 1, 0, 0, 0, 1]",[0],0,0.02,-3.75,"[0.87, 0.73]","[1.87, 0.99]"
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.57,"[0.78, 0.69]","[1.27, 0.82]"
"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]",[0],0,0.02,-3.71,"[0.86, 0.71]","[1.77, 0.9]"
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]",[0],0,0.02,-3.75,"[0.87, 0.73]","[1.91, 0.98]"
"[1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",[0],0,0.02,-3.84,"[0.92, 0.74]","[2.41, 1.06]"
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 0]",[0],0,0.02,-3.71,"[0.86, 0.71]","[1.81, 0.88]"
"[1, 0, 0, 0, 0, 1, 0, 1, 1, 1]",[0],0,0.02,-3.81,"[0.91, 0.72]","[2.32, 0.96]"
"[1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",[0],0,0.03,-3.47,"[0.74, 0.66]","[1.06, 0.66]"
"[1, 0, 0, 0, 0, 1, 1, 0, 0, 1]",[0],0,0.03,-3.62,"[0.83, 0.68]","[1.56, 0.74]"
"[1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",[0],0,0.03,-3.41,"[0.73, 0.64]","[0.97, 0.57]"
"[1, 0, 0, 0, 0, 1, 1, 0, 1, 1]",[0],0,0.03,-3.57,"[0.81, 0.66]","[1.47, 0.65]"
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 0]",[0],0,0.03,-3.62,"[0.83, 0.67]","[1.6, 0.73]"
"[1, 0, 0, 0, 0, 1, 1, 1, 0, 1]",[0],0,0.02,-3.74,"[0.89, 0.69]","[2.1, 0.8]"
"[1, 0, 0, 0, 0, 1, 1, 1, 1, 0]",[0],0,0.03,-3.58,"[0.82, 0.65]","[1.51, 0.63]"
"[1, 0, 0, 0, 0, 1, 1, 1, 1, 1]",[0],0,0.02,-3.7,"[0.88, 0.67]","[2.01, 0.71]"
"[1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",[0],0,0.03,-3.58,"[0.79, 0.7]","[1.3, 0.84]"
"[1, 0, 0, 0, 1, 0, 0, 0, 0, 1]",[0],0,0.02,-3.71,"[0.86, 0.71]","[1.8, 0.91]"
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 0]",[0],0,0.03,-3.53,"[0.77, 0.68]","[1.2, 0.74]"
"[1, 0, 0, 0, 1, 0, 0, 0, 1, 1]",[0],0,0.02,-3.67,"[0.85, 0.69]","[1.7, 0.82]"
"[1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",[0],0,0.02,-3.72,"[0.86, 0.71]","[1.84, 0.9]"
"[1, 0, 0, 0, 1, 0, 0, 1, 0, 1]",[0],0,0.02,-3.81,"[0.91, 0.73]","[2.34, 0.98]"
"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0]",[0],0,0.02,-3.67,"[0.85, 0.69]","[1.74, 0.8]"
"[1, 0, 0, 0, 1, 0, 0, 1, 1, 1]",[0],0,0.02,-3.78,"[0.9, 0.71]","[2.25, 0.88]"
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 0]",[0],0,0.03,-3.43,"[0.73, 0.64]","[0.99, 0.58]"
"[1, 0, 0, 0, 1, 0, 1, 0, 0, 1]",[0],0,0.03,-3.58,"[0.82, 0.66]","[1.49, 0.66]"
"[1, 0, 0, 0, 1, 0, 1, 0, 1, 0]",[0],0,0.03,-3.37,"[0.71, 0.62]","[0.9, 0.49]"
"[1, 0, 0, 0, 1, 0, 1, 0, 1, 1]",[0],0,0.03,-3.53,"[0.8, 0.64]","[1.4, 0.57]"
"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0]",[0],0,0.03,-3.59,"[0.82, 0.66]","[1.53, 0.65]"
"[1, 0, 0, 0, 1, 0, 1, 1, 0, 1]",[0],0,0.02,-3.7,"[0.88, 0.67]","[2.03, 0.72]"
"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0]",[0],0,0.03,-3.54,"[0.81, 0.63]","[1.44, 0.55]"
"[1, 0, 0, 0, 1, 0, 1, 1, 1, 1]",[0],0,0.03,-3.66,"[0.87, 0.65]","[1.94, 0.63]"
"[1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",[0],0,0.04,-3.2,"[0.64, 0.58]","[0.56, 0.32]"
"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]",[1],0,0.03,-3.39,"[0.74, 0.6]","[1.06, 0.39]"
"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",[0],0,0.04,-3.14,"[0.61, 0.55]","[0.47, 0.22]"
"[1, 0, 0, 0, 1, 1, 0, 0, 1, 1]",[0],0,0.03,-3.33,"[0.72, 0.57]","[0.97, 0.3]"
"[1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",[0],0,0.03,-3.39,"[0.75, 0.59]","[1.1, 0.38]"
"[1, 0, 0, 0, 1, 1, 0, 1, 0, 1]",[0],0,0.03,-3.54,"[0.83, 0.61]","[1.6, 0.46]"
"[1, 0, 0, 0, 1, 1, 0, 1, 1, 0]",[0],0,0.03,-3.34,"[0.73, 0.57]","[1.01, 0.28]"
"[1, 0, 0, 0, 1, 1, 0, 1, 1, 1]",[0],0,0.03,-3.49,"[0.82, 0.59]","[1.51, 0.36]"
"[1, 0, 0, 0, 1, 1, 1, 0, 0, 0]",[0],0,0.05,-3.01,"[0.56, 0.52]","[0.25, 0.06]"
"[1, 0, 0, 0, 1, 1, 1, 0, 0, 1]",[0],0,0.04,-3.21,"[0.68, 0.54]","[0.75, 0.14]"
"[1, 0, 0, 0, 1, 1, 1, 0, 1, 0]",[0],0,0.05,-2.94,"[0.54, 0.49]","[0.16, -0.03]"
"[1, 0, 0, 0, 1, 1, 1, 0, 1, 1]",[0],0,0.04,-3.15,"[0.66, 0.51]","[0.66, 0.05]"
"[1, 0, 0, 0, 1, 1, 1, 1, 0, 0]",[0],0,0.04,-3.22,"[0.69, 0.53]","[0.79, 0.13]"
"[1, 0, 0, 0, 1, 1, 1, 1, 0, 1]",[0],0,0.03,-3.39,"[0.78, 0.55]","[1.29, 0.2]"
"[1, 0, 0, 0, 1, 1, 1, 1, 1, 0]",[0],0,0.04,-3.16,"[0.67, 0.51]","[0.7, 0.03]"
"[1, 0, 0, 0, 1, 1, 1, 1, 1, 1]",[0],0,0.03,-3.34,"[0.77, 0.53]","[1.2, 0.11]"
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",[0],0,0.02,-3.78,"[0.86, 0.76]","[1.79, 1.16]"
"[1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",[0],0,0.02,-3.87,"[0.91, 0.78]","[2.29, 1.24]"
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 0]",[0],0,0.02,-3.74,"[0.84, 0.74]","[1.69, 1.07]"
"[1, 0, 0, 1, 0, 0, 0, 0, 1, 1]",[0],0,0.02,-3.84,"[0.9, 0.76]","[2.2, 1.15]"
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",[0],0,0.02,-3.87,"[0.91, 0.77]","[2.33, 1.23]"
"[1, 0, 0, 1, 0, 0, 0, 1, 0, 1]",[0],0,0.02,-3.94,"[0.94, 0.79]","[2.83, 1.3]"
"[1, 0, 0, 1, 0, 0, 0, 1, 1, 0]",[0],0,0.02,-3.84,"[0.9, 0.76]","[2.24, 1.13]"
"[1, 0, 0, 1, 0, 0, 0, 1, 1, 1]",[0],0,0.02,-3.91,"[0.94, 0.77]","[2.74, 1.21]"
"[1, 0, 0, 1, 0, 0, 1, 0, 0, 0]",[0],0,0.03,-3.65,"[0.81, 0.71]","[1.48, 0.91]"
"[1, 0, 0, 1, 0, 0, 1, 0, 0, 1]",[1],0,0.02,-3.77,"[0.88, 0.73]","[1.98, 0.99]"
"[1, 0, 0, 1, 0, 0, 1, 0, 1, 0]",[0],0,0.03,-3.6,"[0.8, 0.69]","[1.39, 0.82]"
"[1, 0, 0, 1, 0, 0, 1, 0, 1, 1]",[0],0,0.02,-3.73,"[0.87, 0.71]","[1.89, 0.89]"
"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]",[0],0,0.02,-3.77,"[0.88, 0.73]","[2.02, 0.98]"
"[1, 0, 0, 1, 0, 0, 1, 1, 0, 1]",[0],0,0.02,-3.85,"[0.93, 0.74]","[2.52, 1.05]"
"[1, 0, 0, 1, 0, 0, 1, 1, 1, 0]",[0],0,0.02,-3.73,"[0.87, 0.71]","[1.93, 0.88]"
"[1, 0, 0, 1, 0, 0, 1, 1, 1, 1]",[0],0,0.02,-3.82,"[0.92, 0.72]","[2.43, 0.96]"
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 0]",[0],0,0.03,-3.46,"[0.74, 0.66]","[1.05, 0.64]"
"[1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",[0],0,0.03,-3.61,"[0.82, 0.67]","[1.55, 0.72]"
"[1, 0, 0, 1, 0, 1, 0, 0, 1, 0]",[0],0,0.03,-3.4,"[0.72, 0.63]","[0.96, 0.55]"
"[1, 0, 0, 1, 0, 1, 0, 0, 1, 1]",[0],0,0.03,-3.56,"[0.81, 0.65]","[1.46, 0.63]"
"[1, 0, 0, 1, 0, 1, 0, 1, 0, 0]",[0],0,0.03,-3.62,"[0.83, 0.67]","[1.59, 0.71]"
